title,location,price,flat area,flat status,year old,no. of bathrooms,description
5 BHK Apartment for sale,Goregaon West Mumbai,67500000 ,1800 ,Ready to move,5 - 6 years old,3 Bathrooms,5 BHK Property for sale in Goregaon West Mumbai:It has a built-up area of 1800 sqft and is priced at Rs. 6.75 cr . It is facing southwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to ...Developed by Ekta World
5 BHK Apartment for sale,Goregaon West Mumbai,67500000 ,1800 ,Ready to move,5 - 6 years old,3 Bathrooms,"5 BHK Property for sale in Goregaon West Mumbai:It has a salable area of 1800 sqft and is available at a price of Rs. 37,500 per sqft. It is facing southwest direction. This residential property is ready-to-move-in. It is situated in the proximity ...Developed by Ekta World"
3 BHK Apartment for sale,Goregaon West Mumbai,38000000 ,1320 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:This spacious 3 bhk multistorey apartment is available for sale and is located in Ekta World Tripolis, one of the most prestigious projects of Goregaon West. It is a semi-furnished property. It is a 5...Developed by Ekta World"
3 BHK Apartment for sale,Goregaon West Mumbai,38000000 ,1320 ,Ready to move,5 - 6 years old,3 Bathrooms,3 BHK Property for sale in Goregaon West Mumbai:It has a built-up area of 1320 sqft and is priced at Rs. 3.80 cr . It is a semi-furnished property. Its main door is facing southwest direction. It is a 5 year old ready-to-move-in property. The time ...Developed by Ekta World
3 BHK Apartment for sale,Goregaon West Mumbai,37000000 ,1320 ,Ready to move,5 - 6 years old,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A spacious 3 bhk multistorey apartment is available for sale in Ekta World Tripolis, Goregaon West, Mumbai. It has a built-up area of 1320 sqft and is priced at Rs. 3.70 cr . The house is semi-furnish...Developed by Ekta World"
2 BHK Apartment for sale,Goregaon West Mumbai,29000000 ,950 ,Ready to move,5 - 6 years old,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:A 2 bhk property is available for sale in Ekta World Tripolis, Goregaon West, Mumbai. It has a built-up area of 950 sqft and is priced at Rs. 2.90 cr . The house is semi-furnished. This residential pr...Developed by Ekta World"
1 BHK Apartment for sale,Goregaon West Mumbai,9825000 ,510 ,Under Construction,None,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:Itâs a 1 bhk multistorey apartment situated in A And A Developers Mumbai Sheetal Kiara, Goregaon West, Mumbai. It has an area of 510 sqft with a carpet area of 430 sqft . The property is available at ...Developed by A And A Developers Mumbai"
2 BHK Apartment for sale,Goregaon West Mumbai,15500000 ,745 ,Under Construction,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Looking for a good 2 BHK Apartment in Goregaon West, Mumbai? This property is in one of Mumbai's most popular locations. The property is on floor 15. Total number of floors is 22. This modern unit has..."
2 BHK Apartment for sale,Goregaon West Mumbai,13800000 ,625 ,Under Construction,None,2 Bathrooms,"2 BHK Property for sale in Goregaon West Mumbai:Itâs a 2 bhk multistorey apartment situated in Laxmidevi Developers Shrushti Wing B, Goregaon West. It has an area of 625 sqft with a carpet area of 565 sqft . The property is available at a price of ...Developed by Laxmidevi Developers"
1 BHK Apartment for sale,Goregaon West Mumbai,11800000 ,508 ,Under Construction,None,2 Bathrooms,"1 BHK Property for sale in Goregaon West Mumbai:A spacious 1 bhk multistorey apartment is available for sale in Laxmidevi Developers Shrushti Wing B, Goregaon West, Mumbai. It is a semi-furnished property. It has club house. Other amenities include...Developed by Laxmidevi Developers"
3 BHK Apartment for sale,Goregaon West Mumbai,26000000 ,1060 ,Ready to move,None,3 Bathrooms,"3 BHK Property for sale in Goregaon West Mumbai:A spacious 3 bhk multistorey apartment is available for sale in Goregaon West, Mumbai. It has a built-up area of 1060 sqft and is priced at Rs. 2.60 cr . The house is unfurnished. Its main door is fac..."
3 BHK Apartment for sale,Bandra Mumbai,106000000 ,1450 ,Under Construction,None,3 Bathrooms,"3 BHK Property for sale in Bandra Mumbai:A 3 bhk property is available for sale in Park Reach, Bandra, Mumbai. It has a salable area of 1450 sqft and is available at a price of Rs. 73,103 per sqft. It is located on the 14th floor(out of a to..."
1 BHK Apartment for sale,Mount Marry Mumbai,35000000 ,615 ,Ready to move,4 - 5 years old,1 Bathrooms,"1 BHK Property for sale in Mount Marry Mumbai:This spacious 1 bhk multistorey apartment is available for sale and is located in the heart of Mount mary. It has a salable area of 615 sqft and is available at a price of Rs. 56,910 per sqft. It is a..."
3 BHK Apartment for sale,Perry Cross Rd Mumbai,70000000 ,1300 ,Ready to move,26 - 27 years old,3 Bathrooms,"3 BHK Property for sale in Perry Cross Rd Mumbai:Absolutely lovely sea facing house at Perry cross road, elite location surrounded by celebrities, magnificent view, 3BHK, 1 car park comes along with 3 Washrooms"
3 BHK Apartment for sale,Bandstand Mumbai,130000000 ,1350 ,Ready to move,13 - 14 years old,3 Bathrooms,"3 BHK Property for sale in Bandstand Mumbai:It has an area of 1350 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 13.00 cr (negotiable ). It is a furnished property. Furnishings include 3 wardrobe, 1 refriger..."
1 BHK Apartment for sale,Dadar West Mumbai,16000000 ,350 ,Ready to move,None,1 Bathrooms,"1 BHK Property for sale in Dadar West Mumbai:A 1 bhk property is available for sale in Dadar West, Mumbai. It has a built-up area of 350 sqft and is priced at Rs. 1.60 cr . It is a semi-furnished property. It is a ready-to-move-in property. It i..."
1 RK Studio Apartment for sale,Dadar West Mumbai,6700000 ,225 ,Ready to move,None,1 Bathrooms,"1 RK Property for sale in Dadar West Mumbai:Itâs a 1 rk multistorey apartment situated in Dadar West, Mumbai. It has a salable area of 225 sqft and is available at a price of Rs. 29,777 per sqft. It is an unfurnished property. It is a ready-to-..."
3 BHK Apartment for sale,Dadar West Mumbai,49500000 ,1035 ,Ready to move,12 - 13 years old,3 Bathrooms,3 BHK Property for sale in Dadar West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Lodha Group Grandeur. It has an area of 1035 sqft with a carpet area of 1035 sqft . The property is available at a price o...Developed by Lodha Group
1 BHK Apartment for sale,Dadar West Mumbai,21000000 ,600 ,Ready to move,None,2 Bathrooms,"1 BHK Property for sale in Dadar West Mumbai:Itâs a 1 bhk multistorey apartment situated in Dadar West, Mumbai. It is a furnished property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facil..."
3 BHK Apartment for sale,Dadar West Mumbai,59500000 ,2105 ,Ready to move,0 - 1 year old,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:Itâs a 3 bhk multistorey apartment situated in Karwa Developers The Royal Tusk, Dadar West, Mumbai. It has a built-up area of 2105 sqft and is priced at Rs. 5.95 cr . The house is unfurnished. It is m...Developed by Karwa Developers"
3 BHK Apartment for sale,Dadar West Mumbai,61100000 ,1320 ,Under Construction,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:A 3 bhk property is available for sale in Suraj Estate Developers Pvt Ltd Palette, Dadar West, Mumbai. It has a built-up area of 1320 sqft and is priced at Rs. 6.11 cr . It is a semi-furnished propert...Developed by Suraj Estate Developers Pvt Ltd"
3 BHK Apartment for sale,Dadar West Mumbai,80000000 ,1325 ,Under Construction,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:3 BHK Apartment for sale in Mumbai. This property is in Prabhadevi, which is a coveted investment location. This tastefully designed 3 BHK unit is among Mumbai's best properties. Contact now for more ...Developed by Firstlight Properties"
3 BHK Apartment for sale,Dadar West Mumbai,50000000 ,1250 ,Ready to move,12 - 13 years old,3 Bathrooms,3 BHK Property for sale in Dadar West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Lodha Group Grandeur. It has a built-up area of 1250 sqft and is priced at Rs. 5.00 cr . The house is semi-furnished. It h...Developed by Lodha Group
3 BHK Apartment for sale,Dadar West Mumbai,45000000 ,1400 ,Under Construction,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:It has a salable area of 1400 sqft and is available at a price of Rs. 32,142 per sqft. The house is semi-furnished. This residential complex is under-construction as of now. . It is situated in the pr..."
3 BHK Apartment for sale,Dadar West Mumbai,110000000 ,2000 ,Ready to move,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:Itâs a 3 bhk multistorey apartment situated in Matoshree Infrastructure Heights, Dadar West. It has a salable area of 2000 sqft and is available at a price of Rs. 55,000 per sqft. It is a furnished pr...Developed by Matoshree Infrastructure"
3 BHK Apartment for sale,Dadar West Mumbai,69900000 ,1800 ,Under Construction,None,3 Bathrooms,3 BHK Property for sale in Dadar West Mumbai:Itâs a 3 bhk multistorey apartment situated in Dadar West. It has an area of 1800 sqft with a carpet area of 1442 sqft . The property is available at a price of Rs. 6.99 cr . It is an unfurnished prop...
2 BHK Apartment for sale,Dadar West Mumbai,25000000 ,750 ,Under Construction,None,2 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:Itâs a 2 bhk multistorey apartment situated in The Baya Company Midtown, Dadar West, Mumbai. It has a built-up area of 750 sqft and is priced at Rs. 2.50 cr . It is an unfurnished property. Its main d...Developed by The Baya Company"
2 BHK Apartment for sale,Dadar West Mumbai,32562223 ,785 ,Ready to move,None,2 Bathrooms,2 BHK Property for sale in Dadar West Mumbai:Well designed 2 bhk multistorey apartment is available at a prime location in Dadar West. It has a built-up area of 785 sqft and is priced at Rs. 3.26 cr . The house is furnished. It is east facing pr...
2 BHK Apartment for sale,Dadar West Mumbai,45000000 ,1250 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Dadar West, Mumbai. It has an area of 1250 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 4.50 cr . I..."
3 BHK Apartment for sale,Dadar West Mumbai,49000000 ,1300 ,Ready to move,12 - 13 years old,2 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:Well designed 3 bhk multistorey apartment is available at a prime location in Lodha Group Grandeur. It has a salable area of 1300 sqft and is available at a price of Rs. 37,692 per sqft. The house is ...Developed by Lodha Group"
4 BHK Apartment for sale,Dadar West Mumbai,92500000 ,3000 ,Ready to move,None,4 Bathrooms,4 BHK Property for sale in Dadar West Mumbai:Itâs a 4 bhk multistorey apartment situated in Dadar West. It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living. The society is well connected...
3 BHK Apartment for sale,Dadar West Mumbai,70000000 ,1200 ,Ready to move,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:A 3 bhk property is available for sale in Suraj Estate Developers Pvt Ltd Palette, Dadar West, Mumbai. It has a salable area of 1200 sqft and is available at a price of Rs. 58,333 per sqft. This resid...Developed by Suraj Estate Developers Pvt Ltd"
2 BHK Apartment for sale,Dadar West Mumbai,24700000 ,1001 ,Under Construction,None,2 Bathrooms,2 BHK Property for sale in Dadar West Mumbai:It is an unfurnished property. Its main door is facing east direction. It is an under-construction property and is expected to get completed by 31/12/2028. It is made in way to provide a comfortable l...Developed by The Baya Company
3 BHK Apartment for sale,Dadar West Mumbai,70000000 ,1305 ,Under Construction,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:It has an area of 1305 sqft with a carpet area of 1305 sqft . The property is available at a price of Rs. 7.00 cr . The house is unfurnished. It has power backup. Other amenities include club house, s...Developed by Firstlight Properties"
2 BHK Apartment for sale,Dadar West Mumbai,48100000 ,1086 ,Under Construction,None,2 Bathrooms,2 BHK Property for sale in Dadar West Mumbai:It has a built-up area of 1086 sqft and is priced at Rs. 4.81 cr . Its main door is facing east direction. It is an under-construction property and is expected to get completed by 01/12/2025. It is ma...Developed by Suraj Estate Developers Pvt Ltd
1 BHK Apartment for sale,Dadar West Mumbai,20000000 ,690 ,Ready to move,None,2 Bathrooms,1 BHK Property for sale in Dadar West Mumbai:It is an unfurnished property. Its main door is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will ...
2 BHK Apartment for sale,Dadar West Mumbai,32000000 ,700 ,Ready to move,None,2 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:This spacious 2 bhk multistorey apartment is available for sale and is located in Suraj Estate Developers Pvt Ltd Park View, one of the most prestigious projects of Dadar West. It has a salable area o...Developed by Suraj Estate Developers Pvt Ltd"
2 BHK Apartment for sale,Dadar West Mumbai,50000000 ,890 ,Ready to move,0 - 1 year old,2 Bathrooms,"2 BHK Property for sale in Dadar West Mumbai:A spacious 2 bhk multistorey apartment is available for sale in Suraj Estate Developers Pvt Ltd Luisandra, Dadar West, Mumbai. It has an area of 890 sqft with a carpet area of 800 sqft . The property ...Developed by Suraj Estate Developers Pvt Ltd"
3 BHK Apartment for sale,Dadar West Mumbai,58500000 ,1220 ,Ready to move,None,3 Bathrooms,"3 BHK Property for sale in Dadar West Mumbai:Itâs a 3 bhk multistorey apartment situated in Dadar West, Mumbai. It has 1 sofa, 1 sofa, 1 dining table and 1 gas connection. It also has 1 ac and 1 bed. It is facing northeast direction. The time yo..."
